id_factura,fecha_emision,hora_emision,cantidad,precio_unitario,metodo_pago,subtotal,iva,id_cliente,id_vendedor,id_carro,total,estado
133,2016-03-16,00:00:00,1,303602600,Contado,404445726,0.19,116,8,111,481290413.94,Pagada
134,2012-02-15,00:00:00,1,227009349,Crédito,101631803,0.19,418,32,21,120941845.57,Pagada
135,2019-03-09,00:00:00,1,438513876,Crédito,310351367,0.19,12,47,56,369318126.72999996,Cancelada
136,2017-07-04,00:00:00,1,456796495,Transferencia,347311700,0.19,223,42,18,413300923.0,Pendiente
137,2012-09-20,00:00:00,1,79588311,Transferencia,247641717,0.19,248,30,67,294693643.22999996,Cancelada
138,2017-05-26,00:00:00,1,326511991,Contado,480793726,0.19,140,48,93,572144533.9399999,Cancelada
139,2023-09-19,00:00:00,1,371937718,Contado,128553218,0.19,169,48,77,152978329.42,Pendiente
140,2024-11-13,00:00:00,1,438513876,Crédito,169476342,0.19,482,32,49,201676846.98,Cancelada
141,2016-05-07,00:00:00,1,30861158,Crédito,46259527,0.19,261,15,67,55048837.129999995,Pendiente
142,2016-03-09,00:00:00,1,425275058,Crédito,235216969,0.19,154,11,84,279908193.11,Cancelada
143,2016-12-25,00:00:00,1,118325220,Contado,179180308,0.19,256,26,102,213224566.51999998,Cancelada
144,2014-04-09,00:00:00,1,91619448,Transferencia,229257463,0.19,499,19,100,272816380.96999997,Cancelada
145,2018-02-09,00:00:00,1,320839135,Contado,300111624,0.19,371,16,57,357132832.56,Pagada
146,2012-01-13,00:00:00,1,52029386,Transferencia,246164460,0.19,208,2,22,292935707.4,Cancelada
147,2020-10-24,00:00:00,1,473725183,Transferencia,499825420,0.19,27,37,19,594792249.8,Pendiente
148,2010-12-10,00:00:00,1,68633982,Contado,275843592,0.19,488,22,58,328253874.47999996,Cancelada
149,2020-11-30,00:00:00,1,126806143,Transferencia,271257814,0.19,303,17,95,322796798.65999997,Cancelada
150,2023-05-21,00:00:00,1,371937718,Crédito,192830173,0.19,154,17,13,229467905.86999997,Pagada
151,2013-02-15,00:00:00,1,247393456,Crédito,93078801,0.19,411,37,53,110763773.19,Pagada
152,2010-03-29,00:00:00,1,429330858,Crédito,407377943,0.19,442,50,76,484779752.16999996,Pendiente
153,2024-03-01,00:00:00,1,88508120,Transferencia,181057631,0.19,132,32,47,215458580.89,Pendiente
154,2014-01-20,00:00:00,1,320486948,Transferencia,20189844,0.19,55,40,49,24025914.36,Pagada
155,2013-04-15,00:00:00,1,406577928,Transferencia,60195785,0.19,422,46,105,71632984.14999999,Cancelada
156,2020-06-15,00:00:00,1,154502631,Contado,154931358,0.19,76,47,41,184368316.01999998,Cancelada
157,2017-09-10,00:00:00,1,305748644,Transferencia,400287709,0.19,285,8,35,476342373.71,Pendiente
158,2016-07-17,00:00:00,1,456481009,Contado,318369969,0.19,115,12,9,378860263.10999995,Pagada
159,2012-05-25,00:00:00,1,159178619,Transferencia,378694284,0.19,433,29,64,450646197.96,Pendiente
160,2011-04-09,00:00:00,1,81504504,Crédito,187291849,0.19,402,39,50,222877300.31,Pendiente
161,2025-12-10,00:00:00,1,88508120,Crédito,132074377,0.19,113,38,80,157168508.63,Cancelada
162,2024-07-25,00:00:00,1,164203225,Contado,413773600,0.19,451,29,118,492390584.0,Pendiente
163,2011-05-10,00:00:00,1,289577866,Transferencia,349164827,0.19,490,1,75,415506144.13,Cancelada
164,2018-08-10,00:00:00,1,303883128,Crédito,338893228,0.19,128,12,47,403282941.32,Cancelada
165,2008-03-20,00:00:00,1,391914029,Crédito,55870926,0.19,238,37,68,66486401.94,Pagada
166,2011-12-17,00:00:00,1,303602600,Crédito,51794691,0.19,464,12,105,61635682.29,Pagada
167,2017-06-15,00:00:00,1,363108940,Contado,425428574,0.19,79,29,54,506260003.06,Cancelada
168,2019-03-16,00:00:00,1,91619448,Contado,240318685,0.19,475,5,28,285979235.15,Pagada
169,2011-01-06,00:00:00,1,401069204,Crédito,95324745,0.19,51,11,5,113436446.55,Pendiente
170,2022-02-22,00:00:00,1,88470798,Crédito,97197509,0.19,358,4,78,115665035.71,Cancelada
171,2019-08-06,00:00:00,1,219244721,Transferencia,278198466,0.19,278,22,60,331056174.53999996,Pendiente
172,2019-12-23,00:00:00,1,518570406,Contado,461544787,0.19,259,16,116,549238296.53,Pagada
173,2024-02-28,00:00:00,1,486592738,Contado,106035151,0.19,186,43,107,126181829.69,Pagada
174,2015-01-30,00:00:00,1,249260601,Contado,430487700,0.19,212,39,130,512280363.0,Pagada
175,2025-08-12,00:00:00,1,227009349,Crédito,453248528,0.19,381,30,102,539365748.3199999,Pagada
176,2018-11-30,00:00:00,1,392216717,Crédito,150171365,0.19,205,49,8,178703924.35,Cancelada
177,2014-09-23,00:00:00,1,303883128,Contado,230044446,0.19,215,34,9,273752890.74,Pendiente
178,2013-08-17,00:00:00,1,308990038,Crédito,442148499,0.19,291,32,81,526156713.81,Pendiente
179,2020-08-10,00:00:00,1,288850118,Crédito,105600315,0.19,170,47,37,125664374.85,Pendiente
180,2020-09-25,00:00:00,1,227893623,Transferencia,366864040,0.19,154,8,72,436568207.59999996,Pagada
181,2009-01-25,00:00:00,1,229239675,Crédito,244953893,0.19,42,14,98,291495132.67,Cancelada
182,2016-12-07,00:00:00,1,462969518,Transferencia,229916347,0.19,125,32,13,273600452.93,Cancelada
183,2010-03-21,00:00:00,1,44989397,Contado,337514266,0.19,84,46,40,401641976.53999996,Pagada
184,2023-06-27,00:00:00,1,113656013,Contado,123815426,0.19,320,21,23,147340356.94,Pendiente
185,2011-08-31,00:00:00,1,292689425,Transferencia,153451775,0.19,247,9,125,182607612.25,Pendiente
186,2009-05-06,00:00:00,1,320839135,Crédito,467926987,0.19,486,38,113,556833114.53,Pagada
187,2012-10-31,00:00:00,1,416988737,Contado,208123507,0.19,476,36,74,247666973.32999998,Cancelada
188,2013-09-14,00:00:00,1,320486948,Crédito,57866384,0.19,340,34,17,68860996.96,Cancelada
189,2018-09-08,00:00:00,1,379409904,Contado,141496605,0.19,34,16,120,168380959.95,Cancelada
190,2022-02-15,00:00:00,1,240166457,Crédito,168293341,0.19,397,9,68,200269075.79,Cancelada
191,2010-02-27,00:00:00,1,172431016,Crédito,95398328,0.19,161,10,49,113524010.32,Pendiente
192,2018-02-02,00:00:00,1,420225663,Crédito,499231646,0.19,475,2,10,594085658.74,Pagada
193,2024-09-12,00:00:00,1,425275058,Transferencia,235521747,0.19,456,44,78,280270878.93,Cancelada
194,2015-07-04,00:00:00,1,330746768,Transferencia,86288214,0.19,30,49,54,102682974.66,Pagada
195,2013-10-29,00:00:00,1,312835570,Contado,409756987,0.19,224,7,82,487610814.53,Pagada
196,2016-02-05,00:00:00,1,268558652,Crédito,417099244,0.19,208,9,15,496348100.35999995,Cancelada
197,2016-01-30,00:00:00,1,54822142,Transferencia,334568627,0.19,418,24,40,398136666.13,Cancelada
198,2020-07-26,00:00:00,1,456796495,Transferencia,380947615,0.19,222,26,59,453327661.84999996,Pagada
199,2020-07-02,00:00:00,1,44470638,Crédito,101521810,0.19,79,47,138,120810953.89999999,Cancelada
200,2013-10-12,00:00:00,1,230356642,Crédito,130504725,0.19,213,47,94,155300622.75,Cancelada
201,2015-09-20,00:00:00,1,486592738,Crédito,258038552,0.19,243,4,13,307065876.88,Cancelada
202,2008-06-11,00:00:00,1,303602600,Crédito,96454945,0.19,16,36,42,114781384.55,Pagada
203,2017-03-27,00:00:00,1,205190196,Contado,380905064,0.19,171,13,42,453277026.15999997,Cancelada
204,2010-09-20,00:00:00,1,369518341,Transferencia,167891991,0.19,481,12,72,199791469.29,Cancelada
205,2015-11-16,00:00:00,1,379409904,Contado,428335747,0.19,190,3,109,509719538.92999995,Cancelada
206,2023-03-30,00:00:00,1,308990038,Contado,195808821,0.19,61,3,101,233012496.98999998,Cancelada
207,2021-07-31,00:00:00,1,371022414,Contado,25781581,0.19,158,17,87,30680081.389999997,Pendiente
208,2012-06-17,00:00:00,1,44989397,Transferencia,361856100,0.19,121,49,47,430608759.0,Pagada
209,2020-12-08,00:00:00,1,408770151,Contado,82970669,0.19,250,36,115,98735096.11,Pagada
210,2020-11-30,00:00:00,1,169954312,Transferencia,299505884,0.19,451,32,87,356412001.96,Pagada
211,2022-07-29,00:00:00,1,312835570,Contado,187053070,0.19,252,39,41,222593153.29999998,Pagada
212,2022-07-23,00:00:00,1,187740075,Transferencia,301449721,0.19,476,44,51,358725167.99,Cancelada
213,2020-01-28,00:00:00,1,30861158,Contado,75089511,0.19,491,30,52,89356518.08999999,Pagada
214,2011-11-30,00:00:00,1,273232003,Contado,434280748,0.19,203,34,35,516794090.12,Pendiente
215,2025-07-02,00:00:00,1,305748644,Contado,357447921,0.19,302,33,134,425363025.99,Pendiente
216,2014-05-20,00:00:00,1,145593186,Contado,341288516,0.19,110,33,40,406133334.03999996,Pagada
217,2015-12-19,00:00:00,1,317698399,Crédito,272924896,0.19,208,37,60,324780626.24,Pagada
218,2015-04-17,00:00:00,1,118325220,Contado,144651318,0.19,221,29,3,172135068.42,Pendiente
219,2023-02-05,00:00:00,1,118325220,Contado,374561057,0.19,435,23,35,445727657.83,Cancelada
220,2019-06-13,00:00:00,1,362854014,Transferencia,255295482,0.19,121,44,5,303801623.58,Pendiente
221,2018-12-07,00:00:00,1,123615328,Contado,180428954,0.19,147,14,35,214710455.26,Cancelada
222,2025-05-17,00:00:00,1,352784145,Transferencia,461436936,0.19,125,45,85,549109953.84,Pendiente
223,2024-07-08,00:00:00,1,169954312,Transferencia,87036113,0.19,313,48,103,103572974.47,Cancelada
224,2018-01-09,00:00:00,1,164345849,Transferencia,310586469,0.19,412,47,28,369597898.10999995,Pagada
225,2009-10-04,00:00:00,1,348439940,Contado,418847696,0.19,85,46,56,498428758.23999995,Pendiente
226,2016-07-18,00:00:00,1,176849601,Crédito,347510421,0.19,173,24,53,413537400.99,Pagada
227,2021-10-06,00:00:00,1,172431016,Contado,263936658,0.19,82,43,3,314084623.02,Pendiente
228,2014-06-05,00:00:00,1,302279879,Transferencia,102504500,0.19,307,33,59,121980355.0,Pagada
229,2018-05-27,00:00:00,1,308990038,Transferencia,57797177,0.19,168,23,6,68778640.63,Pagada
230,2022-03-02,00:00:00,1,248783370,Transferencia,492568204,0.19,304,12,57,586156162.76,Cancelada
231,2011-04-01,00:00:00,1,123615328,Transferencia,424935023,0.19,193,16,51,505672677.37,Pagada
232,2011-10-04,00:00:00,1,30861158,Crédito,406550716,0.19,437,41,65,483795352.03999996,Pagada
233,2022-05-14,00:00:00,1,348439940,Crédito,203275481,0.19,43,35,105,241897822.39,Cancelada
234,2015-07-26,00:00:00,1,52991391,Contado,489888468,0.19,52,26,120,582967276.92,Cancelada
235,2017-06-17,00:00:00,1,185481848,Crédito,166084070,0.19,43,4,113,197640043.29999998,Pendiente
236,2022-02-27,00:00:00,1,126749719,Transferencia,41996476,0.19,43,49,18,49975806.44,Pagada
237,2021-09-25,00:00:00,1,160850524,Crédito,224817171,0.19,408,50,32,267532433.48999998,Pendiente
238,2020-10-26,00:00:00,1,113656013,Contado,469885713,0.19,378,3,110,559163998.47,Pendiente
239,2017-01-28,00:00:00,1,22512965,Contado,498414662,0.19,5,13,117,593113447.78,Cancelada
240,2009-08-07,00:00:00,1,52991391,Crédito,157144948,0.19,77,2,94,187002488.12,Cancelada
241,2009-10-10,00:00:00,1,317698399,Crédito,80579211,0.19,277,18,3,95889261.08999999,Pagada
242,2011-08-20,00:00:00,1,211082584,Transferencia,356563480,0.19,220,20,113,424310541.2,Pagada
243,2015-09-15,00:00:00,1,41908184,Transferencia,270464069,0.19,253,16,110,321852242.11,Pagada
244,2013-02-12,00:00:00,1,78565715,Transferencia,248658998,0.19,460,25,37,295904207.62,Pendiente
245,2015-01-12,00:00:00,1,20279166,Contado,334057980,0.19,48,42,123,397528996.2,Pagada
246,2015-02-08,00:00:00,1,22512965,Contado,110439129,0.19,479,6,89,131422563.50999999,Cancelada
247,2022-08-24,00:00:00,1,439152381,Crédito,490429013,0.19,497,37,81,583610525.47,Pendiente
248,2014-07-14,00:00:00,1,230356642,Transferencia,401049857,0.19,407,37,64,477249329.83,Cancelada
249,2023-12-07,00:00:00,1,140064881,Crédito,391212368,0.19,414,21,15,465542717.91999996,Pagada
250,2013-12-31,00:00:00,1,211082584,Crédito,484665069,0.19,358,8,45,576751432.11,Pendiente
251,2021-07-30,00:00:00,1,228565480,Contado,446520109,0.19,332,30,72,531358929.71,Pendiente
252,2022-06-16,00:00:00,1,408770151,Transferencia,281619400,0.19,78,5,95,335127086.0,Pendiente
253,2016-11-13,00:00:00,1,41908184,Crédito,427194862,0.19,27,23,54,508361885.78,Pendiente
254,2014-01-31,00:00:00,1,462969518,Contado,176286842,0.19,2,11,15,209781341.98,Cancelada
255,2017-12-23,00:00:00,1,273232003,Transferencia,140599146,0.19,242,14,21,167312983.73999998,Pendiente
256,2025-07-07,00:00:00,1,363108940,Transferencia,300697217,0.19,91,47,45,357829688.22999996,Pendiente
257,2016-02-23,00:00:00,1,326511991,Transferencia,75324639,0.19,17,37,60,89636320.41,Pendiente
258,2024-10-09,00:00:00,1,292689425,Contado,67552241,0.19,69,6,67,80387166.78999999,Cancelada
259,2021-03-01,00:00:00,1,342158763,Transferencia,412860284,0.19,150,2,125,491303737.96,Cancelada
260,2019-09-07,00:00:00,1,164345849,Crédito,343902846,0.19,432,50,44,409244386.74,Pagada
261,2018-02-05,00:00:00,1,88508120,Contado,341610896,0.19,188,10,61,406516966.24,Cancelada
262,2017-04-14,00:00:00,1,205190196,Transferencia,484439010,0.19,348,42,8,576482421.9,Cancelada
263,2011-10-02,00:00:00,1,456796495,Contado,214642217,0.19,352,37,56,255424238.23,Cancelada
264,2012-02-15,00:00:00,1,30861158,Contado,149542975,0.19,471,11,70,177956140.25,Pagada
265,2008-07-08,00:00:00,1,132040572,Contado,486734784,0.19,424,50,34,579214392.9599999,Cancelada
